id,name,college_code,percentage
10921,Dianemarie,UO,17.77
10922,Glynnis,JT,75.66
10923,Dari,WY,21.26
10924,Corene,YV,35.03
10925,Mathilda,BP,96.95
10926,Taffy,KS,36.51
10927,Lila,FI,7.94
10928,Catharine,LC,51.81
10929,Tori,MN,29.52
10930,Carly,TA,87.59
10931,Berta,VZ,80.03
10932,Silvana,HV,74.55
10933,Bettine,HX,66.49
10934,Barbi,CE,10.34
10935,Brandise,OL,14.43
10936,Fredericka,JQ,65.89
10937,Teddie,MR,66.5
10938,Alyda,LI,46.33
10939,Dominga,OK,23.23
10940,Glynnis,RM,99.96
10941,Isa,XE,16.77
10942,Elena,UB,84.92
10943,Sandie,ZS,13.14
10944,June,FN,84.75
10945,Miquela,EV,38.23
10946,Alyda,QT,89.53
10947,Karena,BX,96.87
10948,Kerrin,LJ,94.56
10949,Carlie,CQ,6.49
10950,Paulita,RG,63.17
10951,Cassandra,OG,10.82
10952,Cathie,ML,99.56
10953,Dulce,UF,66.4
10954,Myrtice,FQ,84.51
10955,Carol-Jean,WA,90.91
10956,Thalia,LB,74.27
10957,Althea,TT,59.73
10958,Cacilie,UQ,90.45
10959,Ilse,RK,98.22
10960,Adriana,QV,77.9
10961,Sarette,UT,71.24
10962,Queenie,AN,28.6
10963,Frieda,HI,73.76
10964,Sharlene,AG,77.49
10965,Philis,NU,54.82
10966,Alie,LE,87.75
10967,Collen,KC,34.87
10968,Atlanta,NJ,100.69
10969,Jemie,CO,73.8
10970,Zia,LM,89.14
10971,Norine,HQ,65.18
10972,Tarra,UR,71.7
10973,Loree,SD,14.9
10974,Melisent,VS,46.86
10975,Barbi,KE,4.29
10976,Daryl,PU,46.23
10977,Madalyn,SA,96.78
10978,Sarette,FW,5.26
10979,Ana,OM,72.44
10980,Sheelagh,ZR,19.58
10981,Dennie,DK,43.08
10982,Jenilee,YA,46.44
10983,Lacie,WK,84.68
10984,Wileen,TX,62.85
10985,Althea,WI,22.79
10986,Claudina,BY,33.27
10987,Kara-Lynn,EJ,83.2
10988,Elyssa,YX,62.55
10989,Ursulina,QX,44.96
10990,Nikki,CG,99.03
10991,Dede,LZ,31.24
10992,Marleah,JK,65.65
10993,Felice,CV,52.76
10994,Meg,RD,74.88
10995,Melanie,WW,15.89
10996,Bobbi,AX,67.1
10997,Nessie,GX,11.37
10998,Dode,RZ,13.69
10999,Mellicent,OM,73.67
11000,Marylou,NW,8.54
11001,Eolanda,KF,33.79
11002,Emylee,QQ,16.38
11003,Grier,TF,15.05
11004,Mildrid,OG,77.08
11005,Belva,KZ,28.98
11006,Susan,QF,17.72
11007,Petronia,JS,3.98
11008,Brena,KW,92.46
11009,Alia,NE,21.15
11010,Codie,VR,62.39
11011,Linet,YN,63.95
11012,Nananne,NX,88.11
11013,Janenna,CS,25.64
11014,Ida,TL,27.08
11015,Peri,LY,99.7
11016,Debee,GF,15.77
11017,Mureil,RV,60.49
11018,Claresta,VY,87.62
11019,Esmeralda,GE,43.12
11020,Joy,MG,1.7
11021,Sam,VV,88.14
11022,Wanda,KL,53.64
11023,Jinny,KU,79.64
11024,Aili,IL,20.09
11025,Blinni,UV,76.04
11026,Queenie,FX,34.61
11027,Consuela,PX,23.31
11028,Ebonee,CS,91.28
11029,Nadine,NE,79.73
11030,Chere,IX,20.64
11031,Catrina,TJ,26.03
11032,Queenie,VC,45.96
11033,Lorie,MY,37.4
11034,Brynna,OH,36.47
11035,Teriann,LN,94.94
11036,Annaliese,BL,89.39
11037,Lily,CQ,19.24
11038,Carlie,FP,3.26
11039,Elfreda,BQ,24.18
11040,Glenda,CF,41.21
11041,Ellette,HQ,86.25
11042,Kamilah,IM,34.27
11043,Siana,DA,89.13
11044,Fina,SC,0.28
11045,Celisse,IA,68.44
11046,Ingrid,NK,77.06
11047,Collen,JL,84.14
11048,Ethel,LZ,72.43
11049,Gratia,TF,89.21
11050,Elvira,IP,100.88
11051,Marinna,KW,97.67
11052,Madelle,BF,0.68
11053,Pierette,NR,38.5
11054,Giustina,UL,39.33
11055,Joelly,JL,44.63
11056,Celene,MD,88.56
11057,Codie,ZE,47.42
11058,Pearline,VW,13.22
11059,Paule,IU,12
11060,Myrtice,MY,44.81
11061,Cathie,UT,4.25
11062,Regina,TC,31.17
11063,Zia,FJ,33.21
11064,Bettine,AI,3.74
11065,Ericka,DM,45.2
11066,Rhoda,EI,48.14
11067,Annora,NB,84.6
11068,Rebeca,RG,75.08
11069,Danika,CV,70.86
11070,Amii,VT,83.08
11071,Charissa,FO,28.11
11072,Aimil,NY,95.16
11073,Alleen,WJ,4.27
11074,Leanna,KA,99.29
11075,Dominga,IT,28.38
11076,Glenda,TD,1.89
11077,Livvyy,SZ,80.96
11078,Myrtice,KU,72.29
11079,Gabi,YE,23.59
11080,Mariann,XG,50.32
11081,Corina,ZU,50.12
11082,Chloris,IG,65.49
11083,Kirstin,KV,81.26
11084,Micheline,CF,0.49
11085,Amelia,PQ,26.31
11086,Peri,VX,85.63
11087,Jeanna,ZH,85.27
11088,Nickie,IB,35.5
11089,Randa,FF,70.91
11090,Brianna,IJ,57.6
11091,Tersina,KW,9.82
11092,Sheree,YK,78.63
11093,Amalie,FC,47.09
11094,Lulita,ZA,38.01
11095,Leeanne,MN,17.37
11096,Aili,SP,35.27
11097,Aurelie,TU,0.36
11098,Melodie,SL,19.03
11099,Kellen,YW,32.09
11100,Clarice,ML,17.5
11101,Ariela,TH,25.21
11102,Xylina,DQ,25.35
11103,Ketti,IX,96.71
11104,Hettie,II,25.57
11105,Briney,TX,14.98
11106,Valera,AQ,6.12
11107,Hallie,UR,14.06
11108,Olivette,LX,100.5
11109,Olivette,TB,82.96
11110,Annaliese,OK,71.49
11111,Dacia,CF,26.37
11112,Blake,NZ,79.6
11113,Glynnis,HM,61.16
11114,Marguerite,IL,71.84
11115,Chastity,MT,90.54
11116,Caryl,NI,15.89
11117,Romona,OE,7.08
11118,Laure,LY,46.16
11119,Mildrid,XE,43.73
11120,Jaclyn,NI,5.88
11121,Nelle,MG,53.01
11122,Tracey,VR,59.69
11123,Ofilia,PT,28.33
11124,Lesly,PU,95.46
11125,Jaclyn,IL,84.96
11126,Philis,SM,64.73
11127,Nanete,QD,10.23
11128,Harmonia,KI,96.06
11129,Janis,LN,24.48
11130,Lelah,XB,74.19
11131,Kial,BJ,18.39
11132,Harrietta,HI,78.63
11133,Vonny,ZU,13.89
11134,Ketti,XN,52.56
11135,Mignon,WZ,70.73
11136,Lauryn,KK,65.27
11137,Marleah,VY,21.29
11138,Carlie,CU,42.42
11139,Merrie,PL,28
11140,Ekaterina,UW,59.49
11141,Goldie,UP,99.31
11142,Celestyna,KN,45.74
11143,Kittie,TE,1.43
11144,Rori,AJ,25.07
11145,Myriam,DT,19.84
11146,Dari,MS,80.33
11147,Marinna,RZ,85.47
11148,Aigneis,HQ,57.51
11149,Anallese,VE,80.54
11150,Dominga,FI,68.09
11151,Nanete,LF,21.88
11152,Cyb,MW,6.04
11153,Henriette,YU,6.76
11154,Jenda,KU,0.99
11155,Viki,YS,34.87
11156,Netty,ME,70.77
11157,Sue,ZX,91.59
11158,Ashlee,TW,71.43
11159,Shirlee,VW,43.91
11160,Paulita,EQ,79.22
11161,Tiffie,PC,62.97
11162,Margalo,VA,81.78
11163,Quintina,IG,95.6
11164,Trixi,FA,29.4
11165,Debee,WO,99.29
11166,Chloris,BI,32.15
11167,Marita,NX,23.47
11168,Mara,LR,13.88
11169,Starla,NP,45.64
11170,Annora,HQ,4.62
11171,Kristina,SY,0.85
11172,Glynnis,RJ,50.56
11173,Aili,MM,63.68
11174,Sabina,RO,48.4
11175,Addia,TE,62.23
11176,Courtnay,TP,66.1
11177,Charissa,AO,33.91
11178,Tori,AH,78.13
11179,Hope,KU,28.96
11180,Petronia,GY,12.83
11181,Kimmy,OG,52.11
11182,Kaia,XR,51.56
11183,Ardys,PP,24.52
11184,Raina,FZ,40.54
11185,Joeann,XS,13.58
11186,Patricia,NO,50.83
11187,Tilly,GV,29.99
11188,Odessa,UG,13.39
11189,Ronna,IZ,32.65
11190,Lacie,LM,2.09
11191,Gisela,CW,24.29
11192,Taffy,LI,2.54
11193,Bee,ZR,81.47
11194,Gianina,SQ,47.6
11195,Cindelyn,QF,67.35
11196,Loree,DN,58.41
11197,Margette,TV,46.43
11198,Elyssa,ZS,56.37
11199,Nelle,WH,56.89
11200,Valeda,RG,84.44
11201,Merle,NT,94.34
11202,Lanae,GI,50.4
11203,Fanchon,CR,98.83
11204,Jasmina,YQ,85.98
11205,Sidoney,NZ,40.96
11206,Jobi,OL,66.07
11207,Lonnie,DJ,40.34
11208,Jsandye,UF,96.45
11209,Deedee,CJ,66.98
11210,Fawne,JD,74.02
11211,Gerianna,GY,72.05
11212,Joelly,RH,28.54
11213,Oona,OB,79.09
11214,Lenna,KQ,85.61
11215,Corly,ZE,58.71
11216,Carmencita,AG,62.15
11217,Lindie,ES,60.82
11218,Patricia,GL,88.64
11219,Althea,IW,13.55
11220,Bertine,YQ,33.33
11221,Jere,QW,9.28
11222,Nanete,VO,100.18
11223,Randa,BU,87.31
11224,Blinni,UY,76.17
11225,Gilligan,TX,12.17
11226,Karena,LV,84.16
11227,Aryn,XL,94.99
11228,Lacie,LR,79.94
11229,Raina,WJ,56.67
11230,Hermione,GW,60.44
11231,Janenna,YB,29.28
11232,Gui,BF,22.77
11233,Jere,CR,90.79
11234,Corly,QX,82.36
11235,Karly,AJ,80.75
11236,Annice,GD,10.91
11237,Jean,MI,55.94
11238,Aryn,FD,25.28
11239,Cordi,YQ,33.63
11240,Ada,VB,7.72
11241,Devina,BG,94.03
11242,Augustine,LY,34.73
11243,Gratia,UB,80.27
11244,Cindelyn,XG,71.31
11245,Marti,LO,75.94
11246,Shaylyn,QP,28.43
11247,Pierette,TW,23
11248,Cecile,UC,97.16
11249,Evita,NM,38.05
11250,Bettine,VH,80.95
11251,Marsiella,AQ,51.99
11252,Iseabal,MQ,83.49
11253,Ginnie,LZ,89.79
11254,Genevra,BK,58.64
11255,Cassondra,RH,26.6
11256,Jan,CZ,61.64
11257,Lelah,AS,28.59
11258,Diena,BL,74.11
11259,Annora,JG,33.88
11260,Kenna,BX,78.49
11261,Odessa,JK,16.19
11262,Britte,ZV,29.83
11263,Adriana,CK,13.69
11264,Tabbatha,RK,34.91
11265,Wileen,SM,11.07
11266,Paulita,EJ,96.46
11267,Dode,SE,57.55
11268,Mureil,TU,30.09
11269,Estell,PK,15.83
11270,Wendi,YF,37.69
11271,Steffane,ZI,16.65
11272,Elka,SY,59.1
11273,Ashlee,AD,35.58
11274,Lita,GG,6.51
11275,Dari,MB,6.21
11276,Hettie,CI,69.14
11277,Melisent,AJ,51.15
11278,Valeda,GB,1.19
11279,Tomasina,FK,36.06
11280,Antonietta,YJ,13.47
11281,Dolli,SN,62.13
11282,Lucy,OO,100.97
11283,Kerrin,WN,16.95
11284,Carmencita,HO,52.73
11285,Rayna,TI,48.51
11286,Candi,UX,84.51
11287,Ronna,XH,69.48
11288,Brana,MP,33.94
11289,Ida,NX,92.92
11290,Kimberley,SC,67.18
11291,Wendi,MP,67.25
11292,Emmey,FI,66
11293,Nyssa,FY,83.81
11294,Dorice,JD,66.69
11295,Jaime,CB,32.09
11296,Kenna,WK,5.18
11297,Jaclyn,PQ,50.39
11298,Lisette,WW,6.32
11299,Elsie,EK,78.22
11300,Barbara,CT,11.93
11301,Tressa,IY,14.58
11302,Florie,GG,90.32
11303,Shirlee,FB,45.83
11304,Petronia,QR,51.52
11305,Vita,PK,19.37
11306,Gertrud,IU,77.8
11307,Sandie,DI,18.97
11308,Bobbi,LW,43.06
11309,Reeba,SB,21.18
11310,Fredericka,XJ,84.05
11311,Miquela,FH,16.85
11312,Kaja,AX,47.67
11313,Tatiania,LW,28.34
11314,Michaelina,XI,66.2
11315,Ernesta,QD,13.4
11316,Janey,TD,26.95
11317,Ayn,MP,31.47
11318,Paulita,QT,47.78
11319,Belinda,ZX,65.68
11320,Tracey,PM,100.55
11321,Emilia,CL,26.99
11322,Lisette,ZZ,51.49
11323,Dolli,TK,58.06
11324,Ninnetta,MI,23.24
11325,Winny,QI,30.74
11326,Nananne,ME,71.85
11327,Karly,JZ,52.41
11328,Devina,PM,13.73
11329,Frances,EG,27.44
11330,Oona,GH,51.56
11331,Gerianna,VV,94.49
11332,Kylynn,NE,88.84
11333,Gertrud,WQ,80.14
11334,Fredericka,ZT,57.92
11335,Jordan,TA,88.26
11336,Dorice,SW,22.77
11337,Charissa,LY,98.02
11338,Marline,ZB,91.37
11339,Claudina,QW,58.54
11340,Sybille,VG,34.2
11341,Sissy,HH,6.71
11342,Natka,AS,23.64
11343,Stacey,BV,50.88
11344,Evita,NM,76.01
11345,Catharine,FI,13.31
11346,Ruthe,OS,29.34
11347,Leona,RG,64.84
11348,Etta,AD,23.9
11349,Josephine,BI,79.23
11350,Lita,TG,54.94
11351,Ashlee,FF,16.95
11352,Chastity,KA,82.67
11353,Maye,RY,26.3
11354,Shaine,DV,97.33
11355,Jasmina,NB,37.35
11356,Arlena,LC,14.87
11357,Adelle,EN,0.3
11358,Adriana,HJ,72.56
11359,Romona,SK,48.65
11360,Emmey,PU,61.78
11361,Odessa,TP,54.73
11362,Roseline,XN,7.6
11363,Gerrie,SC,73.21
11364,Eugine,SO,21.42
11365,Wilma,OU,2.01
11366,Chrystel,TI,12.2
11367,Shannah,EY,12.16
11368,Tabbatha,SO,44.32
11369,Kirstin,DY,88.13
11370,Leona,IL,69.11
11371,Dacia,QJ,54.52
11372,Antonietta,TK,85.98
11373,Janey,VG,16.48
11374,Jacquetta,MX,8.85
11375,Vita,XH,55.47
11376,Selia,ZX,93.18
11377,Lauryn,YI,56.86
11378,Sissy,YI,84.48
11379,Charlena,KP,10.83
11380,Sharlene,SQ,95.02
11381,Peri,SZ,26.4
11382,Anica,HL,77.32
11383,Desirae,QJ,43.93
11384,Mignon,ZJ,46.12
11385,Aurelie,AU,63.31
11386,Charlena,MU,4.81
11387,Lexine,CU,19.42
11388,Brooks,KE,76.44
11389,Genovera,KX,27.94
11390,Sharai,ZC,46.21
11391,Orsola,HL,13.89
11392,Sissy,MO,75.42
11393,Jinny,PS,32.12
11394,Maridel,LP,13.78
11395,Patricia,JX,81.69
11396,Laurene,BK,13.05
11397,Bee,XC,66.96
11398,Sibella,UK,0.26
11399,Dorice,UT,76.96
11400,Lorne,OQ,38.15
11401,Debee,PN,77.63
11402,Rosanne,HS,57.73
11403,Stephanie,OK,85.34
11404,Mallory,RT,79.21
11405,Letizia,UT,4.92
11406,Daune,DS,62.1
11407,Glynnis,XM,58.2
11408,Ronna,CY,34.05
11409,Rosaline,OI,63.46
11410,Aubrie,KA,2.24
11411,Rani,QH,30.55
11412,Vevay,BM,55.18
11413,Shirlee,ZV,6.76
11414,Shell,SG,99.12
11415,Rivalee,KT,86.15
11416,Mamie,TH,91.38
11417,Mady,KP,74.13
11418,Brandise,SW,68.48
11419,Michaelina,HS,92.06
11420,Kore,MA,32.71
11421,Brianna,GW,1.27
11422,Estell,BO,85.57
11423,Randa,PK,4.36
11424,Rochette,DS,4.28
11425,Jordan,SE,90.13
11426,Andree,SZ,21.21
11427,Ilse,NM,52.59
11428,Adele,QU,11.35
11429,Mariann,SL,65.04
11430,Sara-Ann,FL,7.97
11431,Lisette,WY,83.24
11432,Siana,HF,7.71
11433,Kore,CU,47.67
11434,Nollie,XE,76.07
11435,Dianemarie,UE,75.22
11436,Elka,ZU,48.22
11437,Kristina,EH,56.98
11438,Gale,HA,80.92
11439,Brana,DO,67.79
11440,Dari,QL,4.75
11441,Ebonee,CK,20.73
11442,Darlleen,YL,40.13
11443,Mady,XY,74.89
11444,Sallie,HS,69.01
11445,Merle,JS,0.65
11446,Fanny,RJ,93.12
11447,Dagmar,VN,63.73
11448,Agathe,QU,16.56
11449,Penelopa,ZJ,65.21
11450,Chastity,CP,3.52
11451,Dede,EC,84.09
11452,Gwenneth,ZY,15.59
11453,Mariele,RX,70.19
11454,Heddie,FQ,58.65
11455,Minda,SK,91.76
11456,Daune,ZM,80.27
11457,Augustine,UQ,39.17
11458,Zsa Zsa,QW,23.63
11459,Latisha,KS,49.07
11460,Rubie,NO,94.4
11461,Renae,JV,20.18
11462,Jorry,JO,42.92
11463,Dennie,QT,20.43
11464,Lulita,JZ,82.29
11465,Elsie,EW,95.71
11466,Gisela,MD,39.29
11467,Jenda,CH,23.11
11468,Emelina,XX,60.09
11469,Belinda,LT,13.55
11470,Britte,OP,44.52
11471,Melina,BN,95.83
11472,Millie,ZV,71.43
11473,Blondelle,GH,58.54
11474,Gabi,VT,89.77
11475,Camile,YB,41.68
11476,Perry,SK,67.3
11477,Donetta,LB,93.85
11478,Inga,HE,75.73
11479,Lynea,UP,19.72
11480,Heddie,KT,86.15
11481,Joceline,NK,70.65
11482,Emylee,NG,20.05
11483,Alia,UG,36.12
11484,Shauna,MX,3.04
11485,Genovera,CM,88.75
11486,Dorice,NV,37.53
11487,Deedee,FK,50.16
11488,Ayn,VL,76.88
11489,Madalyn,NR,66.26
11490,Frank,YB,44.07
11491,Sindee,EH,37.9
11492,Ardeen,WO,70
11493,Shaine,NF,85.4
11494,Minne,FJ,24.59
11495,Alie,TW,50.99
11496,Sarette,GC,22.34
11497,Elyssa,YW,51.51
11498,Kimmy,XN,72.61
11499,Lizzie,QM,52.91
11500,Merrie,LO,60.8
11501,Phylis,GE,97.57
11502,Halette,ER,45.08
11503,Dolli,QY,55.3
11504,Livvyy,FZ,85.94
11505,Eolanda,ZN,9.69
11506,Pierette,KZ,75.64
11507,Rori,HM,22.59
11508,Korrie,YZ,79.41
11509,Tori,GM,66.75
11510,Delilah,UB,25.96
11511,Giustina,FW,95.17
11512,Zaria,GS,17.17
11513,Sheelagh,MJ,77.4
11514,Korrie,PR,90.26
11515,Gisela,GI,43.46
11516,Wendi,BJ,91.8
11517,Judy,CB,66.41
11518,Nita,CR,70.37
11519,Iseabal,QX,14.86
11520,Jeanna,IN,80.29
11521,Meg,TJ,93.99
11522,Marsiella,GO,85.11
11523,Marcelline,LH,32.9
11524,Gilda,UB,53.42
11525,Juliane,JI,2.35
11526,Augustine,DY,88.35
11527,Fanchon,EJ,81.1
11528,Ezmeralda,IS,88
11529,Thalia,AG,11.14
11530,Kenna,OV,95.65
11531,Hildegaard,XQ,80.34
11532,Verla,LD,72.81
11533,Shirlee,OR,51.97
11534,Ronna,LM,94.17
11535,Nannie,TI,15.89
11536,Dennie,FH,15.44
11537,Tybie,AI,47.71
11538,Karolina,TT,89.46
11539,Dorthy,SZ,43.26
11540,Dawn,TE,9.23
11541,Talya,BH,36.41
11542,Ira,FN,48.08
11543,Jillayne,WH,82.98
11544,Joceline,YJ,33.09
11545,Lulita,HF,75.88
11546,Angela,DF,11.02
11547,Celestyna,EP,98.95
11548,Carly,XQ,21.19
11549,Minne,VB,17.18
11550,Ardys,QN,44.42
11551,Wanda,HK,83.41
11552,Doro,CC,67.92
11553,Anthia,TY,99.81
11554,Agnese,CO,39.55
11555,Nanete,ZS,96.38
11556,Nanete,ZI,46.5
11557,Annabela,FP,3.93
11558,Suzette,ZB,56.86
11559,Nerta,QN,39.04
11560,Sybille,NQ,69.01
11561,Wileen,HZ,48.81
11562,Korrie,QU,27.4
11563,Rayna,BE,75.24
11564,Pierette,DZ,46.05
11565,Berget,XL,53.85
11566,Isa,NV,23.14
11567,Candy,CJ,48.86
11568,Winny,CI,16.15
11569,Britte,FN,70.41
11570,Dawn,ME,50.4
11571,Annora,FW,67.25
11572,Brooks,VQ,30.22
11573,Harrietta,GU,77.23
11574,Daune,LT,44.6
11575,Edee,AJ,14.55
11576,Daune,KR,92.76
11577,Goldie,CW,50.78
11578,Lorie,AP,13.32
11579,Kathi,LO,96.48
11580,Perry,XQ,17.32
11581,Albertina,ZU,14.32
11582,Kristina,LA,90.77
11583,Verla,JY,18.42
11584,Nelle,WD,15.47
11585,Margette,AP,85.57
11586,Cordi,GA,52.93
11587,Debee,OB,78.87
11588,Alie,SN,11.6
11589,Juliane,TH,89.6
11590,Loree,HL,96.51
11591,Halette,IC,9.97
11592,Alia,XR,35.37
11593,Ivett,LZ,77
11594,Carmela,LI,21.82
11595,Fidelia,JZ,15.17
11596,Andeee,YF,49.28
11597,Babita,QK,13.42
11598,Meghann,PF,50.98
11599,Georgina,QV,14.54
11600,Kara-Lynn,VU,89.8
11601,Valera,VX,96.63
11602,Frieda,QV,7.22
11603,Ardenia,ZL,27.86
11604,Jackie,HU,10.08
11605,Dyann,LB,74.93
11606,Olivette,XW,5.02
11607,Selma,QJ,90.39
11608,Donnie,IA,76.92
11609,Doralynne,KT,33.62
11610,Barbi,SL,16.82
11611,Annora,UN,44.44
11612,Kial,WY,59.48
11613,Cassondra,GP,43.86
11614,Ulrike,IH,90.95
11615,Coral,OB,16.28
11616,Karlee,DQ,20.26
11617,Winny,MD,52.79
11618,Ileana,PA,90.02
11619,Meriel,DH,52.37
11620,Tabbatha,DT,30.95
11621,Rosanne,PX,43.11
11622,Sam,DQ,27.46
11623,Regina,MN,56.29
11624,Madeleine,EW,26.36
11625,Calla,IT,12.14
11626,Nessie,ZV,7.63
11627,Roberta,UK,45.09
11628,Tabbatha,HK,23.17
11629,Madelle,TX,89.55
11630,Winny,SB,60.7
11631,Cristine,YT,89.34
11632,Sidoney,GY,32.06
11633,Suzette,WH,40.4
11634,Chandra,DK,53.15
11635,Emma,YT,95.94
11636,Ada,GR,9.63
11637,Kelly,VQ,98.82
11638,Susette,GB,52.56
11639,Gilligan,NN,58.69
11640,Riannon,DI,26.06
11641,Lolita,ZN,7.1
11642,Almeta,GN,23.51
11643,Jolyn,LH,94.64
11644,Mignon,SC,63.63
11645,Felice,ZT,40.8
11646,Maye,KM,49.3
11647,Stacey,AF,14.69
11648,Joeann,BJ,43.63
11649,Flo,NR,68.03
11650,Gabi,GH,14.81
11651,Edee,AW,55.74
11652,Jessamyn,QH,92.42
11653,Roslyn,LF,37.9
11654,Elie,XN,73.17
11655,Jany,HB,47.09
11656,Korrie,KO,58.44
11657,Rhoda,VN,20.14
11658,Ginnie,PH,83.05
11659,Vonny,BC,50.36
11660,Julieta,WU,90.28
11661,Margette,II,42.82
11662,Beverley,XF,92.9
11663,Bill,QB,44.66
11664,Viviene,SN,69.94
11665,Catrina,IU,84.85
11666,Rosaline,AD,88.95
11667,Lauryn,HT,63.77
11668,Rosaline,CN,74.05
11669,Mary,MH,99.97
11670,Basia,DR,90.44
11671,Sharai,KY,95.67
11672,Donnie,ED,3.34
11673,Viki,AL,49.58
11674,Sissy,NZ,31.68
11675,Misha,XM,25.84
11676,Collen,VQ,14.29
11677,Neila,BT,47.17
11678,Annecorinne,KY,42.35
11679,Cathyleen,PU,92.69
11680,Alia,ZH,66.87
11681,Gabriellia,SQ,34.62
11682,Vita,BA,49.77
11683,Lucille,UB,52.12
11684,Mureil,VY,40.76
11685,Wilma,ZH,3.93
11686,Sharai,CV,73.41
11687,Cindelyn,EK,73.59
11688,Charlena,KJ,62.61
11689,Jean,LV,6.57
11690,Charlena,ZY,45.51
11691,Gisela,CD,18.84
11692,Sharlene,DQ,29.19
11693,Courtnay,QV,97.49
11694,Elise,JW,85.5
11695,Madelle,KU,77.72
11696,Leeanne,VO,69.28
11697,Karly,IK,50.83
11698,Katharina,TH,63.72
11699,Rochette,IG,38.57
11700,Bettine,RN,77.53
11701,Kamilah,QX,47.59
11702,Lanae,LO,54.55
11703,Nananne,OZ,25.75
11704,Zondra,XZ,0
11705,Cassandra,YC,98.34
11706,Allyce,ML,77.37
11707,Stacey,GG,80.52
11708,Jaime,OS,74.83
11709,Vanessa,ZD,99.53
11710,Karly,CN,91.72
11711,Shirlee,AC,95.21
11712,Emelina,PG,66.36
11713,Kaia,SF,63.38
11714,Myrtice,TF,16.27
11715,Almeta,UV,38.47
11716,Marjie,RC,23.33
11717,Shell,AQ,69.08
11718,Fredericka,EP,53.71
11719,Kathi,FM,23.9
11720,Kirstin,MU,88.56
11721,Deirdre,MB,48.79
11722,Renae,PU,33.46
11723,Cam,BP,23.6
11724,Briney,WH,76.87
11725,Madelle,HI,68.81
11726,Verla,SL,66.35
11727,Riannon,BF,72.29
11728,Ketti,VZ,36.55
11729,Devina,VS,98.63
11730,Bibby,CI,95.07
11731,Max,FQ,21.72
11732,Rosabelle,FY,40.61
11733,Nariko,HZ,77.06
11734,Sherrie,QY,49.71
11735,Raina,JS,66.59
11736,Rayna,WB,18.16
11737,Correy,KG,51.75
11738,Alex,GJ,4.69
11739,Queenie,CM,49.87
11740,Stephanie,DB,31.82
11741,Fernande,FJ,43.06
11742,Chere,NM,91.22
11743,Susette,PY,73.78
11744,Glenda,SD,48.12
11745,Rozele,AY,92.18
11746,Ursulina,PJ,26.89
11747,Nannie,UZ,2.99
11748,Renie,EK,97.92
11749,Raquela,EN,100.5
11750,Harmonia,XY,5.71
11751,Sherrie,TI,12.95
11752,Jackie,LF,70.17
11753,Candi,KJ,98.82
11754,Bertine,NQ,99.72
11755,Halette,PV,78.15
11756,Brooks,SR,75.45
11757,Kimberley,ZU,80.29
11758,Letizia,KB,49.25
11759,Merle,XU,74.8
11760,Corly,RY,90.33
11761,Lynnea,OG,44.68
11762,Tilly,FH,67.49
11763,Lolita,TZ,87
11764,Netty,LS,13.34
11765,Lelah,LV,84.48
11766,Benita,QV,70.04
11767,Vinita,NJ,39.46
11768,Aurore,LE,52.7
11769,Carmencita,PH,55.08
11770,Ebonee,JE,11.1
11771,Ardys,LK,77.63
11772,Dulcinea,AJ,30.45
11773,Tami,ZH,61.51
11774,Olivette,BZ,100.74
11775,Binny,TE,37.77
11776,Allis,YU,11.62
11777,Lila,DU,74
11778,Kassey,VY,7.07
11779,Millie,UV,5.59
11780,Tersina,UV,95.44
11781,Deane,NX,51.15
11782,Minda,RR,96.45
11783,Tybie,NL,43.55
11784,Nerta,MF,95.92
11785,Ivett,TZ,80.37
11786,Blondelle,XW,14.4
11787,Brandise,QN,23.57
11788,Annice,LY,54.34
11789,Ulrike,SO,33.11
11790,Correy,BK,45.14
11791,Halette,AL,3.63
11792,Candi,RM,46.05
11793,Vita,ZE,83.69
11794,Catharine,WT,47.34
11795,Elise,TH,14.61
11796,Mary,HH,42.44
11797,Lindie,PS,3.81
11798,Heddie,JG,87.43
11799,Constance,NG,98.84
11800,Cacilie,FF,97.68
11801,Glenda,EF,79.68
11802,Nariko,TH,34.7
11803,Demetris,NE,67.72
11804,Grier,LP,97.86
11805,Mathilda,XV,57.9
11806,Millie,MR,61.1
11807,Melanie,VF,56.4
11808,Melanie,SM,90.6
11809,Giustina,NZ,46.53
11810,Gabi,TF,24.2
11811,Genevra,ZG,1.68
11812,Dode,CV,72.06
11813,Goldie,CF,63.21
11814,Rozele,GP,86.25
11815,Nyssa,JS,97.11
11816,Brooks,ZE,12.88
11817,Evaleen,FS,23.34
11818,Aubrie,OJ,99
11819,Elyssa,HJ,42.04
11820,Tarra,NH,26.43
11821,Dari,IK,100.84
11822,Tracey,ZR,73.56
11823,Aigneis,LQ,91.31
11824,Beatriz,OC,16.21
11825,Viki,XH,71.49
11826,Randa,SX,75.25
11827,Gretal,CK,56.58
11828,Gerrie,HW,30.47
11829,Anallese,BE,28.12
11830,Kaia,LH,43
11831,Roxane,ZS,7.69
11832,Dorice,SB,50.35
11833,Celisse,IU,14.94
11834,Dione,CP,59.21
11835,Aigneis,TO,28.49
11836,Fawne,RS,6.45
11837,Deane,FH,25.41
11838,Beverley,CW,34.98
11839,Iseabal,HP,0.03
11840,Vinita,IA,70.53
11841,Leontine,XO,46
11842,Zia,WB,13.26
11843,Edee,DO,85.87
11844,Marnia,LC,51.13
11845,Shel,YO,41.04
